,race_category,marital_status,arrest_year,admit_year,primary_offense,violent_offense_type,has_work_assignment,work_assignment,work_assignment_required,WA_break_up_boredom,WA_friendship,WA_early_release,WA_learn_job_skills,WA_make_spending_money
21117,white,divorced,2014,2016,property,nonviolent,yes,goods_production/industries,yes,,,,,
21118,black,separated,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
21120,white,divorced,2015,2015,drug,nonviolent,no,no_WA,,,,,,
21121,white,married,2010,2014,property,nonviolent,no,no_WA,,,,,,
21122,black,never_married,2012,2014,drug,nonviolent,yes,laundry,yes,,,,,
21124,white,divorced,2014,2014,public_order,nonviolent,yes,food,yes,,,,,
21125,black,never_married,,2002,public_order,nonviolent,yes,janitorial,yes,,,,,
21126,white,married,2012,2015,violent,murder/manslaughter,yes,food,yes,,,,,
21127,hispanic/latino,married,2016,2016,property,nonviolent,no,no_WA,,,,,,
21128,black,separated,2005,2007,violent,murder/manslaughter,yes,janitorial,yes,,,,,
21131,american_indian/alaska_native,never_married,2001,2002,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
21132,white,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
21133,other,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
21134,white,divorced,2012,2012,drug,nonviolent,yes,other,yes,,,,,
21135,other,never_married,2014,2015,,,no,no_WA,,,,,,
21136,white,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
21137,native_hawaiian/pacific_islander,never_married,2014,2016,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21138,white,never_married,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
21139,american_indian/alaska_native,never_married,2014,2015,violent,rape,no,no_WA,,,,,,
21140,white,never_married,1985,1986,violent,murder/manslaughter,yes,food,yes,,,,,
21141,black,never_married,2008,2009,violent,murder/manslaughter,yes,janitorial,yes,,,,,
21142,hispanic/latino,never_married,2013,2014,violent,rape,yes,food,yes,,,,,
21143,white,never_married,2009,2009,property,nonviolent,no,no_WA,,,,,,
21144,white,divorced,2014,2015,violent,murder/manslaughter,yes,food,yes,,,,,
21146,white,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
21147,black,never_married,2012,2013,,,yes,janitorial,yes,,,,,
21148,black,divorced,2008,2010,violent,murder/manslaughter,yes,janitorial,yes,,,,,
21149,native_hawaiian/pacific_islander,widowed,2013,2013,property,nonviolent,yes,goods_production/industries,yes,,,,,
21150,other,separated,2012,2012,,,yes,goods_production/industries,yes,,,,,
21152,white,divorced,1998,,violent,rape,yes,medical,yes,,,,,
21153,american_indian/alaska_native,never_married,2015,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
21154,black,never_married,2014,2015,,,yes,janitorial,yes,,,,,
21155,black,married,1980,1980,violent,other_violent_offense,no,no_WA,,,,,,
21156,white,married,2012,2013,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
21157,american_indian/alaska_native,separated,2015,2015,public_order,nonviolent,yes,other,yes,,,,,
21158,black,never_married,2015,2016,violent,other_violent_offense,yes,food,yes,,,,,
21159,black,married,1984,1986,violent,other_violent_offense,yes,general_services,yes,,,,,
21160,white,divorced,2015,2015,property,nonviolent,yes,general_services,yes,,,,,
21162,black,never_married,2012,2014,violent,other_violent_offense,no,no_WA,,,,,,
21164,white,separated,2013,2014,drug,nonviolent,yes,food,yes,,,,,
21165,white,divorced,2015,2015,drug,nonviolent,yes,general_services,yes,,,,,
21166,black,never_married,2014,2015,drug,nonviolent,yes,janitorial,yes,,,,,
21167,black,never_married,2015,2016,,,no,no_WA,,,,,,
21169,white,divorced,2011,2013,public_order,nonviolent,yes,food,yes,,,,,
21170,other,divorced,1997,1999,,,yes,general_services,yes,,,,,
21171,white,married,2015,2016,drug,nonviolent,,,,,,,,
21172,white,never_married,2009,2009,violent,other_violent_offense,no,no_WA,,,,,,
21173,other,married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
21174,black,widowed,2011,2011,violent,other_violent_offense,no,no_WA,,,,,,
21175,american_indian/alaska_native,never_married,2015,2016,property,nonviolent,no,no_WA,,,,,,
21176,hispanic/latino,never_married,2004,2004,violent,other_violent_offense,no,no_WA,,,,,,
21177,other,divorced,2005,2005,violent,murder/manslaughter,yes,janitorial,yes,,,,,
21178,white,divorced,2014,2016,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21179,hispanic/latino,separated,2006,2006,violent,other_violent_offense,yes,janitorial,yes,,,,,
21180,hispanic/latino,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
21181,white,married,2011,2015,property,nonviolent,yes,general_services,yes,,,,,
21182,black,never_married,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
21183,american_indian/alaska_native,married,2002,2002,violent,,no,no_WA,,,,,,
21184,white,never_married,,,,,yes,food,yes,,,,,
21185,american_indian/alaska_native,married,2013,2013,public_order,nonviolent,yes,food,yes,,,,,
21187,black,divorced,2012,2012,violent,other_violent_offense,yes,janitorial,yes,,,,,
21188,black,married,2012,2013,drug,nonviolent,yes,janitorial,yes,,,,,
21190,asian,married,2015,2016,public_order,nonviolent,yes,food,yes,,,,,
21191,black,never_married,2011,2011,drug,nonviolent,yes,janitorial,yes,,,,,
21192,black,separated,2012,2015,property,nonviolent,no,no_WA,,,,,,
21194,black,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
21195,black,never_married,2013,2015,violent,murder/manslaughter,yes,janitorial,yes,,,,,
21196,other,never_married,2006,2007,violent,murder/manslaughter,yes,food,yes,,,,,
21199,white,married,2011,2014,property,nonviolent,yes,janitorial,yes,,,,,
21200,other,never_married,2007,2009,violent,murder/manslaughter,no,no_WA,,,,,,
21201,other,never_married,2010,2016,,,no,no_WA,,,,,,
21203,white,divorced,1976,1977,violent,murder/manslaughter,no,no_WA,,,,,,
21204,american_indian/alaska_native,divorced,2012,2012,drug,nonviolent,no,no_WA,,,,,,
21207,white,divorced,2011,2014,violent,other_violent_offense,yes,farming/forestry/ranching,yes,,,,,
21208,white,never_married,2011,2012,property,nonviolent,yes,other,yes,,,,,
21209,black,divorced,1980,,violent,murder/manslaughter,no,no_WA,,,,,,
21210,white,divorced,2015,2015,drug,nonviolent,no,no_WA,,,,,,
21211,white,never_married,2015,1915,violent,other_violent_offense,yes,janitorial,yes,,,,,
21212,hispanic/latino,never_married,2008,2008,violent,murder/manslaughter,no,no_WA,,,,,,
21214,black,never_married,1988,1988,violent,murder/manslaughter,yes,food,yes,,,,,
21215,black,never_married,2015,2016,drug,nonviolent,,,,,,,,
21216,other,never_married,2005,,violent,other_violent_offense,no,no_WA,,,,,,
21217,asian,separated,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
21219,black,never_married,2007,2008,,,yes,janitorial,yes,,,,,
21220,hispanic/latino,divorced,2013,2013,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
21221,white,never_married,2013,2015,violent,other_violent_offense,no,no_WA,,,,,,
21222,black,never_married,2009,2011,violent,other_violent_offense,yes,general_services,yes,,,,,
21223,black,never_married,2012,,violent,murder/manslaughter,no,no_WA,,,,,,
21224,black,divorced,1994,1994,violent,rape,yes,food,yes,,,,,
21225,black,never_married,2015,2015,drug,nonviolent,yes,janitorial,yes,,,,,
21226,white,divorced,2016,2016,,,yes,general_services,yes,,,,,
21227,black,never_married,2007,2008,violent,murder/manslaughter,no,no_WA,,,,,,
21228,white,never_married,2015,2015,violent,,yes,other,yes,,,,,
21230,white,never_married,2016,2016,,,yes,food,yes,,,,,
21231,white,divorced,2016,2016,property,nonviolent,no,no_WA,,,,,,
21232,hispanic/latino,never_married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
21233,black,married,2011,2012,drug,nonviolent,yes,janitorial,yes,,,,,
21234,white,never_married,2015,2016,public_order,nonviolent,yes,food,yes,,,,,
21235,white,never_married,2014,2016,public_order,nonviolent,no,no_WA,,,,,,
21236,black,never_married,2014,2016,violent,other_violent_offense,yes,janitorial,yes,,,,,
21237,other,never_married,1999,2000,violent,murder/manslaughter,yes,general_services,yes,,,,,
21238,white,married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
21239,black,married,2011,2012,violent,rape,yes,food,yes,,,,,
21240,other,never_married,2011,2012,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
21241,white,never_married,2014,2015,violent,other_violent_offense,yes,farming/forestry/ranching,yes,,,,,
21242,asian,never_married,2015,2016,violent,murder/manslaughter,no,no_WA,,,,,,
21244,white,separated,2009,2010,violent,murder/manslaughter,no,no_WA,,,,,,
21245,white,married,2006,2007,violent,rape,yes,general_services,yes,,,,,
21246,black,never_married,2010,2012,violent,other_violent_offense,no,no_WA,,,,,,
21247,black,divorced,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
21248,white,separated,2016,2016,,,yes,general_services,yes,,,,,
21249,white,divorced,2010,2010,property,nonviolent,,,,,,,,
21250,white,divorced,1997,1998,public_order,nonviolent,no,no_WA,,,,,,
21252,black,never_married,2000,,other,nonviolent,yes,maintenance/repair/construction,yes,,,,,
21253,white,divorced,2014,,violent,other_violent_offense,yes,food,yes,,,,,
21254,black,never_married,,,,,no,no_WA,,,,,,
21256,black,never_married,2014,2015,drug,nonviolent,yes,janitorial,yes,,,,,
21258,black,married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
21259,white,never_married,2014,2015,,,yes,food,yes,,,,,
21261,black,separated,2014,2014,drug,nonviolent,,,,,,,,
21262,white,divorced,2011,2013,drug,nonviolent,yes,general_services,yes,,,,,
21263,black,never_married,2016,2016,,,no,no_WA,,,,,,
21264,other,never_married,2012,2014,violent,rape,no,no_WA,,,,,,
21265,asian,married,2015,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
21266,white,divorced,2007,2008,violent,rape,no,no_WA,,,,,,
21267,black,never_married,2009,2010,drug,nonviolent,yes,janitorial,yes,,,,,
21268,black,never_married,2013,2014,violent,other_violent_offense,yes,food,yes,,,,,
21269,white,never_married,2016,2016,drug,nonviolent,yes,janitorial,yes,,,,,
21270,black,divorced,2014,2015,violent,rape,no,no_WA,,,,,,
21271,white,never_married,2014,2015,violent,other_violent_offense,yes,food,yes,,,,,
21273,white,never_married,1996,1997,violent,other_violent_offense,no,no_WA,,,,,,
21274,other,never_married,2014,2014,property,nonviolent,no,no_WA,,,,,,
21275,black,divorced,1998,1999,drug,nonviolent,yes,janitorial,yes,,,,,
21276,white,never_married,,2013,public_order,nonviolent,no,no_WA,,,,,,
21277,other,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
21278,white,divorced,2015,2015,property,nonviolent,yes,food,yes,,,,,
21279,white,never_married,1985,1985,violent,murder/manslaughter,yes,laundry,yes,,,,,
21280,white,divorced,2012,2013,violent,murder/manslaughter,yes,goods_production/industries,yes,,,,,
21281,native_hawaiian/pacific_islander,never_married,2014,2014,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21282,white,married,2013,2013,property,nonviolent,yes,janitorial,yes,,,,,
21283,black,never_married,1995,1995,drug,nonviolent,yes,janitorial,yes,,,,,
21284,white,married,2015,2015,,,no,no_WA,,,,,,
21286,american_indian/alaska_native,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
21287,white,never_married,2010,2010,public_order,nonviolent,yes,general_services,yes,,,,,
21288,black,widowed,2016,2016,drug,nonviolent,no,no_WA,,,,,,
21289,white,divorced,2001,2004,violent,murder/manslaughter,yes,general_services,yes,,,,,
21290,white,divorced,,,drug,nonviolent,no,no_WA,,,,,,
21291,other,never_married,2010,2012,drug,nonviolent,no,no_WA,,,,,,
21292,white,never_married,2012,2014,property,nonviolent,no,no_WA,,,,,,
21293,american_indian/alaska_native,never_married,2013,2014,public_order,nonviolent,no,no_WA,,,,,,
21295,black,never_married,1998,1999,violent,murder/manslaughter,yes,general_services,yes,,,,,
21296,other,married,2011,2013,violent,murder/manslaughter,no,no_WA,,,,,,
21297,white,divorced,1986,1986,violent,other_violent_offense,yes,janitorial,yes,,,,,
21298,asian,separated,2009,2016,drug,nonviolent,no,no_WA,,,,,,
21301,american_indian/alaska_native,never_married,2013,2014,,,yes,general_services,yes,,,,,
21302,black,never_married,2005,2005,violent,other_violent_offense,yes,laundry,yes,,,,,
21303,hispanic/latino,separated,2014,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
21304,native_hawaiian/pacific_islander,separated,2007,2008,violent,,no,no_WA,,,,,,
21306,white,never_married,2016,2016,violent,other_violent_offense,no,no_WA,,,,,,
21308,white,never_married,2012,2014,drug,nonviolent,no,no_WA,,,,,,
21309,white,married,,2013,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21310,black,never_married,2012,2013,violent,other_violent_offense,yes,other,yes,,,,,
21311,black,never_married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
21312,black,never_married,2003,2005,violent,other_violent_offense,yes,food,yes,,,,,
21313,other,married,2011,2011,drug,nonviolent,yes,food,yes,,,,,
21314,black,never_married,2007,2015,drug,nonviolent,yes,goods_production/industries,yes,,,,,
21316,white,divorced,2013,2014,public_order,nonviolent,no,no_WA,,,,,,
21317,other,never_married,2012,2014,public_order,nonviolent,yes,general_services,yes,,,,,
21318,american_indian/alaska_native,divorced,2015,2015,property,nonviolent,yes,general_services,yes,,,,,
21320,white,never_married,2015,2015,violent,other_violent_offense,yes,farming/forestry/ranching,yes,,,,,
21321,american_indian/alaska_native,never_married,,2006,violent,rape,no,no_WA,,,,,,
21322,black,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
21323,american_indian/alaska_native,never_married,2015,2015,drug,nonviolent,yes,janitorial,yes,,,,,
21324,black,divorced,2013,2014,property,nonviolent,yes,janitorial,yes,,,,,
21325,black,never_married,2015,2015,,,no,no_WA,,,,,,
21326,other,never_married,2014,2016,violent,other_violent_offense,no,no_WA,,,,,,
21327,black,never_married,2015,2016,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21328,black,never_married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
21329,black,never_married,2006,2008,violent,murder/manslaughter,no,no_WA,,,,,,
21330,white,never_married,2016,2016,,,no,no_WA,,,,,,
21332,black,never_married,2010,2015,,,no,no_WA,,,,,,
21333,other,divorced,1997,1998,violent,murder/manslaughter,yes,goods_production/industries,yes,,,,,
21334,white,married,2014,2014,,,yes,food,yes,,,,,
21335,white,married,2012,2013,drug,nonviolent,no,no_WA,,,,,,
21337,white,never_married,,2016,property,nonviolent,no,no_WA,,,,,,
21338,other,married,2011,2012,public_order,nonviolent,no,no_WA,,,,,,
21339,black,divorced,2014,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
21340,white,divorced,2009,2010,drug,nonviolent,yes,general_services,yes,,,,,
21341,white,married,2012,2013,drug,nonviolent,yes,goods_production/industries,yes,,,,,
21342,white,never_married,2013,2016,drug,nonviolent,yes,janitorial,yes,,,,,
21343,white,never_married,2005,2006,violent,murder/manslaughter,yes,laundry,yes,,,,,
21345,asian,divorced,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
21346,american_indian/alaska_native,divorced,1998,2014,violent,other_violent_offense,no,no_WA,,,,,,
21348,black,never_married,1981,1981,violent,other_violent_offense,yes,janitorial,yes,,,,,
21349,white,divorced,2014,2014,drug,nonviolent,yes,janitorial,yes,,,,,
21350,american_indian/alaska_native,never_married,,2006,,,no,no_WA,,,,,,
21351,black,never_married,2015,2016,property,nonviolent,no,no_WA,,,,,,
21352,asian,never_married,2011,2012,violent,other_violent_offense,yes,general_services,yes,,,,,
21353,black,never_married,2013,2013,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
21354,white,divorced,2007,,violent,,yes,grounds/road_maintenance,yes,,,,,
21355,black,never_married,2015,2015,,,yes,medical,yes,,,,,
21356,american_indian/alaska_native,never_married,2015,2016,drug,nonviolent,yes,food,yes,,,,,
21358,black,never_married,2012,2013,violent,murder/manslaughter,no,no_WA,,,,,,
21359,black,never_married,2016,2016,,,no,no_WA,,,,,,
21360,black,never_married,2010,2011,property,nonviolent,no,no_WA,,,,,,
21361,black,never_married,2006,2007,violent,other_violent_offense,no,no_WA,,,,,,
21362,black,never_married,2009,2009,violent,other_violent_offense,no,no_WA,,,,,,
21363,other,never_married,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
21366,black,never_married,2016,2016,,,yes,other,yes,,,,,
21367,white,never_married,2014,2016,violent,other_violent_offense,yes,janitorial,yes,,,,,
21368,white,married,,2012,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21370,hispanic/latino,married,2013,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
21371,black,never_married,2011,2011,violent,,yes,janitorial,yes,,,,,
21372,black,never_married,2013,2014,violent,other_violent_offense,yes,laundry,yes,,,,,
21373,black,never_married,1983,,violent,murder/manslaughter,yes,food,yes,,,,,
21374,black,never_married,2015,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
21375,american_indian/alaska_native,married,2011,2013,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
21376,white,married,2013,2014,drug,nonviolent,yes,food,yes,,,,,
21378,black,never_married,2012,2013,violent,rape,no,no_WA,,,,,,
21379,white,divorced,2013,2013,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21380,white,divorced,1999,2000,violent,rape,no,no_WA,,,,,,
21381,hispanic/latino,never_married,2011,2012,property,nonviolent,no,no_WA,,,,,,
21382,american_indian/alaska_native,never_married,2014,2014,property,nonviolent,no,no_WA,,,,,,
21383,white,divorced,2004,2004,violent,other_violent_offense,yes,laundry,yes,,,,,
21386,hispanic/latino,never_married,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
21388,hispanic/latino,married,2014,2015,public_order,nonviolent,yes,general_services,yes,,,,,
21389,white,divorced,2013,2016,property,nonviolent,no,no_WA,,,,,,
21390,other,never_married,1998,1998,violent,murder/manslaughter,no,no_WA,,,,,,
21391,hispanic/latino,never_married,2015,2015,,,yes,farming/forestry/ranching,yes,,,,,
21392,black,never_married,2014,2015,property,nonviolent,no,no_WA,,,,,,
21393,black,never_married,2015,2015,public_order,nonviolent,yes,food,yes,,,,,
21394,black,never_married,2008,2008,property,nonviolent,no,no_WA,,,,,,
21395,white,never_married,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
21396,white,widowed,2015,2015,drug,nonviolent,yes,food,yes,,,,,
21397,white,never_married,2013,2015,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21398,black,never_married,2007,2007,property,nonviolent,no,no_WA,,,,,,
21399,black,separated,2015,2015,violent,rape,yes,other,yes,,,,,
21400,black,never_married,2006,2006,public_order,nonviolent,no,no_WA,,,,,,
21401,black,never_married,2011,2012,,other_violent_offense,yes,food,yes,,,,,
21403,american_indian/alaska_native,divorced,2012,2014,violent,murder/manslaughter,yes,food,yes,,,,,
21404,american_indian/alaska_native,divorced,2011,2012,violent,murder/manslaughter,no,no_WA,,,,,,
21405,white,married,2011,2013,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21406,white,divorced,1988,1991,violent,other_violent_offense,yes,general_services,yes,,,,,
21407,white,never_married,2014,2015,drug,nonviolent,yes,food,yes,,,,,
21408,white,divorced,2003,2004,violent,murder/manslaughter,yes,food,yes,,,,,
21409,other,separated,2010,2012,drug,nonviolent,yes,general_services,yes,,,,,
21410,white,divorced,2013,2013,violent,other_violent_offense,yes,general_services,yes,,,,,
21411,black,never_married,1990,1991,violent,murder/manslaughter,no,no_WA,,,,,,
21412,black,never_married,2009,2012,public_order,nonviolent,yes,general_services,yes,,,,,
21413,black,never_married,2012,2016,violent,other_violent_offense,no,no_WA,,,,,,
21414,american_indian/alaska_native,never_married,2015,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
21415,white,divorced,2009,2012,violent,murder/manslaughter,no,no_WA,,,,,,
21416,black,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
21417,white,never_married,2014,2015,drug,nonviolent,yes,general_services,yes,,,,,
21418,white,never_married,2014,2015,public_order,nonviolent,yes,other,yes,,,,,
21419,white,never_married,2015,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
21420,black,never_married,2004,2006,violent,murder/manslaughter,yes,goods_production/industries,yes,,,,,
21421,hispanic/latino,never_married,2013,2013,property,nonviolent,yes,janitorial,yes,,,,,
21423,white,never_married,2013,2013,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
21425,white,separated,2015,2015,property,nonviolent,no,no_WA,,,,,,
21426,white,never_married,2012,2013,,,yes,goods_production/industries,yes,,,,,
21428,american_indian/alaska_native,never_married,2012,2016,violent,murder/manslaughter,no,no_WA,,,,,,
21429,other,never_married,2016,2016,violent,,no,no_WA,,,,,,
21430,white,widowed,2015,2015,drug,nonviolent,no,no_WA,,,,,,
21431,other,married,2010,2013,other,nonviolent,yes,food,yes,,,,,
21434,white,married,2007,2010,drug,nonviolent,yes,medical,yes,,,,,
21435,black,never_married,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
21436,american_indian/alaska_native,never_married,2013,2015,violent,murder/manslaughter,no,no_WA,,,,,,
21437,hispanic/latino,married,2014,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21438,black,never_married,2013,2014,violent,murder/manslaughter,yes,goods_production/industries,yes,,,,,
21439,white,married,2014,2016,public_order,nonviolent,yes,food,yes,,,,,
21441,black,married,2001,2003,violent,murder/manslaughter,yes,janitorial,yes,,,,,
21442,other,never_married,2010,2011,property,nonviolent,no,no_WA,,,,,,
21443,hispanic/latino,never_married,2013,2014,violent,rape,no,no_WA,,,,,,
21444,white,married,2004,,violent,murder/manslaughter,no,no_WA,,,,,,
21447,other,married,2013,2016,property,nonviolent,no,no_WA,,,,,,
21448,white,never_married,2015,2016,property,nonviolent,no,no_WA,,,,,,
21449,white,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
21450,white,married,2008,2008,drug,nonviolent,yes,janitorial,yes,,,,,
21451,black,married,2015,2016,property,nonviolent,yes,food,yes,,,,,
21452,white,separated,,,public_order,nonviolent,yes,food,yes,,,,,
21454,black,never_married,2002,2004,violent,murder/manslaughter,yes,goods_production/industries,yes,,,,,
21456,black,never_married,2006,2007,property,nonviolent,yes,janitorial,yes,,,,,
21457,white,widowed,2016,2016,violent,other_violent_offense,no,no_WA,,,,,,
21458,white,divorced,2015,2015,property,nonviolent,no,no_WA,,,,,,
21459,black,never_married,2014,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
21460,black,never_married,2008,2009,violent,other_violent_offense,no,no_WA,,,,,,
21461,,never_married,2011,2016,violent,other_violent_offense,yes,other,yes,,,,,
21462,white,separated,,2015,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21463,black,never_married,2012,2016,public_order,nonviolent,no,no_WA,,,,,,
21464,hispanic/latino,never_married,2014,2016,drug,nonviolent,yes,food,yes,,,,,
21465,white,never_married,2013,2013,property,nonviolent,yes,janitorial,yes,,,,,
21467,white,divorced,2012,,violent,,yes,maintenance/repair/construction,yes,,,,,
21468,american_indian/alaska_native,never_married,2012,2014,violent,other_violent_offense,no,no_WA,,,,,,
21469,black,married,2013,2013,drug,nonviolent,no,no_WA,,,,,,
21472,black,married,2015,2016,property,nonviolent,yes,janitorial,yes,,,,,
21473,other,never_married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
21474,white,divorced,2015,2016,,,yes,food,yes,,,,,
21475,other,married,2003,2004,violent,murder/manslaughter,yes,general_services,yes,,,,,
21476,black,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
21477,black,divorced,2010,2011,property,nonviolent,yes,other,yes,,,,,
21478,hispanic/latino,divorced,1992,2016,property,nonviolent,no,no_WA,,,,,,
21480,american_indian/alaska_native,married,1994,1995,violent,murder/manslaughter,no,no_WA,,,,,,
21482,white,divorced,2010,2013,property,nonviolent,yes,food,yes,,,,,
21484,white,never_married,2016,2016,drug,nonviolent,yes,janitorial,yes,,,,,
21485,american_indian/alaska_native,married,2010,2015,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
21486,black,never_married,2013,2013,violent,,no,no_WA,,,,,,
21487,hispanic/latino,separated,2009,,violent,murder/manslaughter,yes,food,yes,,,,,
21489,american_indian/alaska_native,married,2014,2016,property,nonviolent,no,no_WA,,,,,,
21490,white,never_married,2014,2015,,,yes,general_services,yes,,,,,
21491,black,married,2012,2015,property,nonviolent,yes,food,yes,,,,,
21492,white,divorced,1998,2000,violent,murder/manslaughter,no,no_WA,,,,,,
21493,black,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
21496,black,never_married,2010,2010,violent,murder/manslaughter,no,no_WA,,,,,,
21497,white,never_married,2015,2015,property,nonviolent,no,no_WA,,,,,,
21498,black,never_married,2002,2006,violent,murder/manslaughter,no,no_WA,,,,,,
21501,black,never_married,2013,,violent,other_violent_offense,no,no_WA,,,,,,
21502,white,divorced,1987,1987,violent,rape,yes,janitorial,yes,,,,,
21503,other,never_married,2016,2016,property,nonviolent,yes,food,yes,,,,,
21505,black,never_married,2013,2013,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21506,,married,2005,2006,drug,nonviolent,yes,general_services,yes,,,,,
21507,black,never_married,2013,2013,drug,nonviolent,no,no_WA,,,,,,
21508,white,divorced,2014,2015,drug,nonviolent,yes,janitorial,yes,,,,,
21509,american_indian/alaska_native,married,2008,2008,public_order,nonviolent,yes,general_services,yes,,,,,
21512,white,divorced,2015,2015,property,nonviolent,no,no_WA,,,,,,
21513,white,divorced,2014,2014,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
21514,black,never_married,2014,2014,violent,other_violent_offense,no,no_WA,,,,,,
21516,white,divorced,2014,2014,public_order,nonviolent,no,no_WA,,,,,,
21517,white,divorced,2016,2016,,,yes,general_services,yes,,,,,
21518,other,never_married,2014,2014,public_order,nonviolent,no,no_WA,,,,,,
21519,black,never_married,,,violent,other_violent_offense,no,no_WA,,,,,,
21520,other,divorced,2015,2016,public_order,nonviolent,yes,general_services,yes,,,,,
21521,white,married,2012,2013,property,nonviolent,yes,other,yes,,,,,
21522,hispanic/latino,never_married,2012,2015,public_order,nonviolent,no,no_WA,,,,,,
21523,white,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
21524,black,never_married,2010,2011,violent,,yes,general_services,,,,,,
21525,black,never_married,1999,2000,violent,murder/manslaughter,yes,medical,yes,,,,,
21526,white,never_married,2000,2000,violent,other_violent_offense,yes,general_services,yes,,,,,
21527,hispanic/latino,never_married,2002,2003,violent,,yes,laundry,yes,,,,,
21528,white,married,2013,2014,property,nonviolent,yes,food,yes,,,,,
21529,black,married,2010,2011,,,no,no_WA,,,,,,
21530,black,never_married,2008,2009,violent,other_violent_offense,yes,other,yes,,,,,
21531,black,never_married,2016,2016,property,nonviolent,no,no_WA,,,,,,
21532,other,never_married,2010,2011,public_order,nonviolent,no,no_WA,,,,,,
21533,black,never_married,,2014,public_order,nonviolent,no,no_WA,,,,,,
21534,white,married,2003,2004,,murder/manslaughter,yes,general_services,yes,,,,,
21536,white,married,1997,1998,violent,murder/manslaughter,yes,general_services,yes,,,,,
21537,white,divorced,1996,1996,violent,rape,no,no_WA,,,,,,
21538,black,divorced,2016,2016,public_order,nonviolent,yes,farming/forestry/ranching,yes,,,,,
21539,white,married,2011,2011,,,yes,medical,yes,,,,,
21540,white,divorced,2011,2012,public_order,nonviolent,yes,other,yes,,,,,
21541,white,never_married,2014,2014,violent,,no,no_WA,,,,,,
21542,white,married,2013,2015,violent,murder/manslaughter,yes,janitorial,yes,,,,,
21543,white,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
21544,american_indian/alaska_native,married,2012,2013,public_order,nonviolent,no,no_WA,,,,,,
